customer_id,tenure,marital_status,number_of_device_registered,number_of_address,prefered_order_cat,churn
997,4.0,Married,1.0,9.0,Mobile,0.0
998,28.0,Married,4.0,6.0,Laptop & Accessory,0.0
999,1.0,Single,4.0,3.0,Fashion,0.0
1000,13.0,Married,5.0,2.0,Grocery,0.0
1001,9.0,Married,2.0,3.0,Mobile,0.0
1002,14.0,Married,4.0,4.0,Mobile,0.0
1003,0.0,Married,1.0,1.0,Mobile,0.0
1004,1.0,Married,5.0,3.0,Mobile,1.0
1005,0.0,Married,4.0,10.0,Fashion,1.0
1006,3.0,Single,4.0,11.0,Mobile,0.0
1007,8.0,Married,4.0,3.0,Mobile,0.0
1008,11.0,Married,4.0,7.0,Laptop & Accessory,0.0
1009,17.0,Divorced,1.0,3.0,Mobile,0.0
1010,17.0,Married,4.0,3.0,Grocery,0.0
1011,0.0,Single,3.0,2.0,Mobile,0.0
1012,1.0,Single,4.0,9.0,Mobile,1.0
1013,19.0,Divorced,3.0,9.0,Grocery,0.0
1014,3.0,Divorced,3.0,9.0,Laptop & Accessory,0.0
1015,14.0,Divorced,3.0,8.0,Grocery,0.0
1016,28.0,Single,4.0,8.0,Grocery,0.0
1017,28.0,Divorced,4.0,6.0,Others,0.0
1018,1.0,Married,2.0,2.0,Laptop & Accessory,0.0
1019,25.0,Divorced,3.0,3.0,Grocery,0.0
1020,1.0,Married,3.0,5.0,Laptop & Accessory,1.0
1021,3.0,Divorced,4.0,2.0,Laptop & Accessory,0.0
1022,15.0,Married,3.0,4.0,Mobile,0.0
1023,9.0,Married,3.0,7.0,Laptop & Accessory,0.0
1024,12.0,Married,4.0,5.0,Laptop & Accessory,0.0
1025,1.0,Divorced,4.0,3.0,Laptop & Accessory,0.0
1026,5.0,Married,4.0,2.0,Mobile,0.0
1027,5.0,Single,4.0,2.0,Mobile,0.0
1028,6.0,Married,4.0,2.0,Laptop & Accessory,0.0
1029,18.0,Married,4.0,2.0,Others,0.0
1030,13.0,Married,4.0,10.0,Laptop & Accessory,0.0
1031,9.0,Married,5.0,8.0,Mobile,0.0
1032,9.0,Single,5.0,6.0,Laptop & Accessory,0.0
1033,4.0,Married,5.0,3.0,Mobile,0.0
1034,8.0,Married,3.0,2.0,Laptop & Accessory,0.0
1035,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
1036,1.0,Single,4.0,3.0,Mobile,1.0
1037,15.0,Single,4.0,8.0,Laptop & Accessory,0.0
1038,24.0,Married,3.0,5.0,Others,0.0
1039,24.0,Married,4.0,3.0,Laptop & Accessory,0.0
1040,2.0,Married,3.0,2.0,Fashion,0.0
1041,19.0,Single,1.0,2.0,Grocery,0.0
1042,16.0,Single,4.0,2.0,Laptop & Accessory,0.0
1043,21.0,Married,4.0,5.0,Others,0.0
1044,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
1045,6.0,Married,2.0,5.0,Grocery,0.0
1046,12.0,Single,4.0,4.0,Laptop & Accessory,1.0
1047,30.0,Married,5.0,6.0,Laptop & Accessory,0.0
1048,12.0,Married,4.0,9.0,Mobile,0.0
1049,8.0,Married,4.0,1.0,Mobile,0.0
1050,3.0,Married,4.0,3.0,Laptop & Accessory,1.0
1051,11.0,Married,5.0,9.0,Laptop & Accessory,0.0
1052,0.0,Single,3.0,1.0,Mobile,0.0
1053,3.0,Married,6.0,2.0,Mobile,0.0
1054,1.0,Single,4.0,3.0,Mobile,0.0
1055,8.0,Single,3.0,2.0,Mobile,0.0
1056,4.0,Single,5.0,3.0,Fashion,0.0
1057,5.0,Married,3.0,7.0,Mobile,0.0
1058,31.0,Married,4.0,4.0,Grocery,0.0
1059,4.0,Single,3.0,4.0,Grocery,0.0
1060,12.0,Single,3.0,1.0,Grocery,0.0
1061,7.0,Divorced,4.0,2.0,Mobile,0.0
1062,12.0,Single,3.0,8.0,Laptop & Accessory,0.0
1063,0.0,Single,1.0,8.0,Mobile,0.0
1064,14.0,Married,4.0,2.0,Laptop & Accessory,0.0
1065,18.0,Divorced,4.0,10.0,Grocery,0.0
1066,9.0,Married,3.0,2.0,Mobile,1.0
1067,11.0,Married,4.0,5.0,Laptop & Accessory,0.0
1068,21.0,Married,5.0,9.0,Fashion,1.0
1069,9.0,Single,4.0,7.0,Laptop & Accessory,0.0
1070,10.0,Married,3.0,5.0,Laptop & Accessory,0.0
1071,8.0,Married,4.0,3.0,Mobile,0.0
1072,25.0,Married,4.0,1.0,Others,0.0
1073,14.0,Single,3.0,2.0,Grocery,0.0
1074,0.0,Married,4.0,2.0,Laptop & Accessory,1.0
1075,1.0,Divorced,5.0,2.0,Mobile,1.0
1076,14.0,Single,5.0,2.0,Laptop & Accessory,0.0
1077,11.0,Married,3.0,4.0,Laptop & Accessory,0.0
1078,3.0,Married,4.0,2.0,Mobile,0.0
1079,0.0,Married,4.0,2.0,Mobile,1.0
1080,19.0,Single,4.0,7.0,Mobile,0.0
1081,20.0,Single,4.0,2.0,Mobile,0.0
1082,9.0,Married,4.0,1.0,Mobile,0.0
1083,28.0,Married,4.0,5.0,Grocery,0.0
1084,9.0,Divorced,3.0,2.0,Mobile,0.0
1085,5.0,Single,4.0,4.0,Laptop & Accessory,0.0
1086,0.0,Married,3.0,1.0,Laptop & Accessory,0.0
1087,9.0,Single,4.0,6.0,Mobile,1.0
1088,15.0,Divorced,1.0,7.0,Laptop & Accessory,0.0
1089,0.0,Single,5.0,2.0,Mobile,1.0
1090,5.0,Single,2.0,11.0,Mobile,0.0
1091,5.0,Married,4.0,3.0,Mobile,0.0
1092,15.0,Divorced,3.0,1.0,Grocery,0.0
1093,2.0,Single,4.0,3.0,Mobile,0.0
1094,1.0,Divorced,3.0,2.0,Laptop & Accessory,0.0
1095,24.0,Married,4.0,4.0,Others,0.0
1096,16.0,Divorced,4.0,3.0,Fashion,0.0
1097,1.0,Single,6.0,3.0,Laptop & Accessory,1.0
1098,0.0,Single,3.0,2.0,Mobile,1.0
1099,29.0,Divorced,3.0,8.0,Grocery,0.0
1100,20.0,Divorced,4.0,4.0,Laptop & Accessory,0.0
1101,20.0,Divorced,3.0,5.0,Others,0.0
1102,7.0,Single,5.0,4.0,Laptop & Accessory,0.0
1103,19.0,Divorced,3.0,3.0,Laptop & Accessory,0.0
1104,9.0,Married,4.0,8.0,Fashion,0.0
1105,13.0,Married,1.0,2.0,Laptop & Accessory,0.0
1106,6.0,Married,4.0,3.0,Laptop & Accessory,0.0
1107,10.0,Married,4.0,3.0,Laptop & Accessory,0.0
1108,9.0,Married,4.0,3.0,Mobile,0.0
1109,1.0,Married,6.0,3.0,Mobile,0.0
1110,1.0,Divorced,4.0,1.0,Mobile,0.0
1111,12.0,Married,3.0,3.0,Laptop & Accessory,0.0
1112,5.0,Married,3.0,2.0,Fashion,0.0
1113,8.0,Married,4.0,2.0,Mobile,0.0
1114,1.0,Married,4.0,3.0,Laptop & Accessory,0.0
1115,0.0,Married,1.0,8.0,Mobile,0.0
1116,16.0,Married,3.0,4.0,Laptop & Accessory,0.0
1117,18.0,Divorced,2.0,5.0,Grocery,0.0
1118,5.0,Married,4.0,3.0,Laptop & Accessory,0.0
1119,6.0,Married,3.0,6.0,Laptop & Accessory,0.0
1120,9.0,Married,3.0,4.0,Laptop & Accessory,1.0
1121,9.0,Divorced,4.0,2.0,Fashion,0.0
1122,24.0,Married,3.0,2.0,Grocery,0.0
1123,10.0,Married,5.0,2.0,Laptop & Accessory,0.0
1124,22.0,Divorced,3.0,5.0,Laptop & Accessory,0.0
1125,6.0,Married,4.0,2.0,Mobile,0.0
1126,3.0,Married,4.0,3.0,Laptop & Accessory,0.0
1127,0.0,Single,3.0,2.0,Mobile,1.0
1128,0.0,Married,3.0,3.0,Mobile,1.0
1129,1.0,Single,4.0,4.0,Mobile,1.0
1130,5.0,Married,3.0,3.0,Mobile,0.0
1131,10.0,Single,3.0,3.0,Laptop & Accessory,0.0
1132,27.0,Divorced,3.0,3.0,Fashion,0.0
1133,0.0,Single,3.0,7.0,Mobile,1.0
1134,15.0,Single,4.0,4.0,Laptop & Accessory,0.0
1135,5.0,Married,3.0,1.0,Laptop & Accessory,0.0
1136,21.0,Married,5.0,11.0,Mobile,1.0
1137,14.0,Married,4.0,4.0,Mobile,0.0
1138,11.0,Divorced,1.0,2.0,Mobile,0.0
1139,10.0,Married,6.0,4.0,Fashion,0.0
1140,14.0,Married,4.0,2.0,Others,0.0
1141,0.0,Single,4.0,2.0,Laptop & Accessory,0.0
1142,19.0,Single,4.0,3.0,Mobile,0.0
1143,3.0,Married,4.0,3.0,Fashion,0.0
1144,11.0,Single,4.0,10.0,Fashion,1.0
1145,3.0,Single,3.0,1.0,Laptop & Accessory,0.0
1146,10.0,Married,4.0,2.0,Laptop & Accessory,0.0
1147,21.0,Married,3.0,5.0,Laptop & Accessory,0.0
1148,14.0,Married,4.0,6.0,Laptop & Accessory,0.0
1149,9.0,Married,1.0,10.0,Fashion,0.0
1150,11.0,Married,6.0,3.0,Laptop & Accessory,0.0
1151,5.0,Single,3.0,2.0,Mobile,0.0
1152,9.0,Single,4.0,3.0,Mobile,0.0
1153,28.0,Married,4.0,4.0,Laptop & Accessory,0.0
1154,9.0,Married,4.0,3.0,Laptop & Accessory,0.0
1155,24.0,Married,4.0,6.0,Others,0.0
1156,0.0,Single,4.0,5.0,Mobile,1.0
1157,4.0,Single,3.0,1.0,Laptop & Accessory,0.0
1158,2.0,Married,3.0,10.0,Mobile,0.0
1159,8.0,Single,5.0,3.0,Mobile,0.0
1160,1.0,Single,4.0,3.0,Mobile,0.0
1161,31.0,Single,4.0,8.0,Fashion,0.0
1162,17.0,Married,3.0,5.0,Mobile,0.0
1163,10.0,Married,3.0,2.0,Laptop & Accessory,0.0
1164,1.0,Married,4.0,4.0,Laptop & Accessory,1.0
1165,12.0,Married,2.0,1.0,Fashion,0.0
1166,16.0,Married,4.0,5.0,Mobile,0.0
1167,6.0,Married,5.0,3.0,Laptop & Accessory,0.0
1168,3.0,Married,2.0,3.0,Fashion,0.0
1169,9.0,Divorced,4.0,3.0,Mobile,0.0
1170,17.0,Single,4.0,2.0,Mobile,0.0
1171,12.0,Married,3.0,2.0,Fashion,1.0
1172,16.0,Married,3.0,9.0,Fashion,0.0
1173,0.0,Married,4.0,6.0,Mobile,1.0
1174,25.0,Single,4.0,8.0,Mobile,0.0
1175,20.0,Single,5.0,10.0,Laptop & Accessory,0.0
1176,12.0,Married,1.0,3.0,Fashion,0.0
1177,7.0,Divorced,3.0,1.0,Mobile,0.0
1178,12.0,Married,4.0,5.0,Fashion,0.0
1179,1.0,Married,4.0,3.0,Mobile,1.0
1180,18.0,Married,3.0,2.0,Laptop & Accessory,0.0
1181,7.0,Single,3.0,1.0,Laptop & Accessory,0.0
1182,14.0,Married,4.0,3.0,Laptop & Accessory,0.0
1183,12.0,Married,4.0,3.0,Fashion,0.0
1184,16.0,Married,3.0,2.0,Fashion,0.0
1185,30.0,Married,4.0,3.0,Fashion,0.0
1186,25.0,Married,6.0,7.0,Laptop & Accessory,0.0
1187,7.0,Married,4.0,3.0,Laptop & Accessory,0.0
1188,29.0,Single,4.0,2.0,Others,0.0
1189,13.0,Married,3.0,1.0,Others,0.0
1190,6.0,Married,1.0,7.0,Mobile,0.0
1191,10.0,Single,4.0,6.0,Laptop & Accessory,0.0
1192,1.0,Single,5.0,3.0,Laptop & Accessory,1.0
1193,1.0,Single,4.0,3.0,Mobile,0.0
1194,23.0,Married,4.0,6.0,Fashion,0.0
1195,4.0,Married,4.0,2.0,Laptop & Accessory,0.0
1196,13.0,Married,3.0,1.0,Others,0.0
1197,27.0,Divorced,5.0,4.0,Fashion,0.0
1198,10.0,Married,4.0,6.0,Laptop & Accessory,0.0
1199,31.0,Divorced,4.0,10.0,Mobile,0.0
1200,26.0,Single,3.0,7.0,Grocery,0.0
1201,5.0,Single,4.0,3.0,Fashion,0.0
1202,0.0,Single,1.0,1.0,Laptop & Accessory,0.0
1203,9.0,Married,2.0,5.0,Mobile,0.0
1204,9.0,Married,3.0,2.0,Mobile,0.0
1205,4.0,Married,4.0,3.0,Laptop & Accessory,0.0
1206,7.0,Married,1.0,2.0,Laptop & Accessory,0.0
1207,0.0,Married,5.0,2.0,Fashion,1.0
1208,11.0,Married,1.0,2.0,Mobile,0.0
1209,21.0,Single,4.0,3.0,Laptop & Accessory,0.0
1210,60.0,Married,3.0,5.0,Grocery,0.0
1211,16.0,Single,3.0,1.0,Mobile,0.0
1212,1.0,Divorced,5.0,7.0,Mobile,1.0
1213,13.0,Married,3.0,9.0,Laptop & Accessory,0.0
1214,20.0,Married,3.0,4.0,Laptop & Accessory,0.0
1215,4.0,Single,5.0,3.0,Fashion,0.0
1216,5.0,Single,4.0,5.0,Grocery,0.0
1217,8.0,Married,4.0,1.0,Mobile,0.0
1218,22.0,Married,3.0,2.0,Laptop & Accessory,0.0
1219,30.0,Divorced,4.0,4.0,Mobile,0.0
1220,14.0,Single,3.0,4.0,Fashion,0.0
1221,1.0,Married,4.0,3.0,Mobile,1.0
1222,10.0,Single,4.0,3.0,Fashion,0.0
1223,1.0,Single,3.0,2.0,Laptop & Accessory,0.0
1224,7.0,Married,4.0,4.0,Laptop & Accessory,0.0
1225,0.0,Single,4.0,9.0,Laptop & Accessory,0.0
1226,5.0,Married,4.0,2.0,Mobile,0.0
1227,11.0,Divorced,4.0,6.0,Laptop & Accessory,0.0
1228,11.0,Married,4.0,9.0,Laptop & Accessory,0.0
1229,15.0,Married,2.0,4.0,Mobile,0.0
1230,9.0,Single,4.0,2.0,Mobile,0.0
1231,8.0,Married,3.0,1.0,Laptop & Accessory,0.0
1232,9.0,Married,3.0,2.0,Mobile,0.0
1233,10.0,Divorced,5.0,3.0,Fashion,0.0
1234,0.0,Married,3.0,1.0,Laptop & Accessory,0.0
1235,12.0,Single,5.0,3.0,Mobile,0.0
1236,6.0,Single,3.0,4.0,Mobile,0.0
1237,31.0,Married,2.0,5.0,Fashion,0.0
1238,10.0,Single,1.0,5.0,Laptop & Accessory,1.0
1239,0.0,Single,4.0,2.0,Mobile,1.0
1240,30.0,Single,4.0,4.0,Grocery,0.0
1241,20.0,Divorced,4.0,11.0,Mobile,1.0
1242,17.0,Single,3.0,7.0,Mobile,0.0
1243,1.0,Married,2.0,4.0,Mobile,0.0
1244,29.0,Married,3.0,3.0,Mobile,0.0
1245,0.0,Single,3.0,1.0,Mobile,1.0
1246,1.0,Married,2.0,3.0,Laptop & Accessory,0.0
1247,11.0,Married,5.0,7.0,Laptop & Accessory,0.0
1248,22.0,Married,4.0,5.0,Grocery,0.0
1249,24.0,Single,4.0,4.0,Grocery,0.0
1250,0.0,Single,3.0,2.0,Mobile,0.0
1251,9.0,Married,2.0,3.0,Laptop & Accessory,0.0
1252,19.0,Married,6.0,4.0,Fashion,0.0
1253,23.0,Divorced,4.0,1.0,Grocery,0.0
1254,1.0,Married,4.0,3.0,Mobile,0.0
1255,22.0,Single,3.0,5.0,Grocery,0.0
1256,4.0,Married,3.0,2.0,Mobile,0.0
1257,4.0,Single,5.0,4.0,Fashion,1.0
1258,13.0,Married,3.0,8.0,Laptop & Accessory,0.0
1259,1.0,Divorced,5.0,5.0,Mobile,1.0
1260,6.0,Single,3.0,1.0,Mobile,0.0
1261,5.0,Married,5.0,3.0,Laptop & Accessory,0.0
1262,15.0,Divorced,3.0,1.0,Grocery,0.0
1263,6.0,Married,4.0,8.0,Mobile,0.0
1264,15.0,Married,3.0,1.0,Grocery,0.0
1265,15.0,Married,6.0,8.0,Laptop & Accessory,0.0
1266,3.0,Divorced,5.0,4.0,Laptop & Accessory,0.0
1267,11.0,Married,3.0,4.0,Mobile,0.0
1268,5.0,Married,4.0,3.0,Laptop & Accessory,0.0
1269,3.0,Divorced,4.0,9.0,Mobile,1.0
1270,10.0,Married,5.0,4.0,Laptop & Accessory,0.0
1271,19.0,Single,6.0,2.0,Laptop & Accessory,0.0
1272,9.0,Married,4.0,4.0,Laptop & Accessory,0.0
1273,9.0,Married,3.0,2.0,Mobile,0.0
1274,9.0,Divorced,4.0,2.0,Mobile,1.0
1275,29.0,Married,5.0,10.0,Others,0.0
1276,13.0,Single,4.0,1.0,Mobile,0.0
1277,11.0,Married,3.0,3.0,Mobile,1.0
1278,18.0,Single,1.0,7.0,Grocery,1.0
1279,10.0,Married,2.0,5.0,Laptop & Accessory,0.0
1280,8.0,Married,3.0,2.0,Mobile,0.0
1281,1.0,Single,4.0,3.0,Mobile,1.0
1282,8.0,Single,4.0,3.0,Fashion,0.0
1283,6.0,Married,5.0,2.0,Mobile,0.0
1284,1.0,Single,4.0,2.0,Laptop & Accessory,0.0
1285,9.0,Single,4.0,2.0,Fashion,0.0
1286,3.0,Married,3.0,8.0,Laptop & Accessory,0.0
1287,9.0,Married,3.0,5.0,Fashion,0.0
1288,30.0,Divorced,3.0,3.0,Laptop & Accessory,0.0
1289,25.0,Married,4.0,3.0,Fashion,0.0
1290,23.0,Married,3.0,2.0,Grocery,0.0
1291,6.0,Single,4.0,1.0,Laptop & Accessory,0.0
1292,9.0,Single,4.0,7.0,Mobile,1.0
1293,13.0,Married,5.0,2.0,Laptop & Accessory,0.0
1294,14.0,Married,3.0,8.0,Grocery,0.0
1295,0.0,Single,4.0,2.0,Mobile,1.0
1296,24.0,Divorced,4.0,5.0,Grocery,0.0
1297,6.0,Married,4.0,6.0,Laptop & Accessory,0.0
1298,9.0,Married,4.0,7.0,Mobile,0.0
1299,1.0,Single,4.0,3.0,Mobile,1.0
1300,6.0,Married,3.0,1.0,Laptop & Accessory,0.0
1301,9.0,Divorced,3.0,2.0,Mobile,0.0
1302,0.0,Married,4.0,2.0,Mobile,0.0
1303,1.0,Single,4.0,3.0,Mobile,0.0
1304,1.0,Single,5.0,3.0,Mobile,0.0
1305,26.0,Divorced,5.0,2.0,Others,0.0
1306,8.0,Single,5.0,1.0,Mobile,0.0
1307,28.0,Single,4.0,5.0,Laptop & Accessory,0.0
1308,0.0,Divorced,3.0,1.0,Laptop & Accessory,1.0
1309,2.0,Married,3.0,5.0,Laptop & Accessory,0.0
1310,6.0,Divorced,5.0,3.0,Mobile,0.0
1311,6.0,Married,3.0,1.0,Fashion,0.0
1312,1.0,Single,5.0,3.0,Mobile,1.0
1313,19.0,Married,3.0,8.0,Fashion,0.0
1314,1.0,Married,5.0,2.0,Mobile,1.0
1315,21.0,Married,4.0,5.0,Others,0.0
1316,1.0,Single,5.0,3.0,Mobile,1.0
1317,21.0,Married,4.0,7.0,Laptop & Accessory,0.0
1318,7.0,Married,1.0,3.0,Laptop & Accessory,0.0
1319,16.0,Married,4.0,4.0,Fashion,0.0
1320,9.0,Married,4.0,1.0,Mobile,0.0
1321,15.0,Single,4.0,5.0,Fashion,0.0
1322,20.0,Married,3.0,10.0,Grocery,0.0
1323,30.0,Single,3.0,9.0,Laptop & Accessory,0.0
1324,6.0,Married,3.0,2.0,Laptop & Accessory,0.0
1325,0.0,Married,3.0,2.0,Mobile,1.0
1326,8.0,Single,5.0,3.0,Others,1.0
1327,5.0,Single,3.0,10.0,Mobile,0.0
1328,9.0,Single,3.0,4.0,Mobile,1.0
1329,1.0,Single,6.0,8.0,Laptop & Accessory,1.0
1330,8.0,Married,5.0,3.0,Mobile,0.0
1331,19.0,Divorced,4.0,3.0,Others,0.0
1332,16.0,Single,4.0,9.0,Laptop & Accessory,0.0
1333,0.0,Married,3.0,10.0,Mobile,1.0
1334,0.0,Single,3.0,2.0,Mobile,0.0
1335,18.0,Single,5.0,2.0,Laptop & Accessory,0.0
1336,15.0,Single,3.0,3.0,Grocery,0.0
1337,1.0,Single,1.0,1.0,Laptop & Accessory,0.0
1338,23.0,Married,3.0,5.0,Others,0.0
1339,3.0,Divorced,3.0,1.0,Laptop & Accessory,0.0
1340,14.0,Single,3.0,3.0,Mobile,0.0
1341,26.0,Single,3.0,7.0,Grocery,0.0
1342,3.0,Married,4.0,3.0,Mobile,0.0
1343,8.0,Divorced,3.0,5.0,Fashion,0.0
1344,0.0,Single,4.0,8.0,Mobile,1.0
1345,31.0,Married,6.0,4.0,Laptop & Accessory,0.0
1346,18.0,Married,3.0,2.0,Fashion,0.0
1347,1.0,Single,5.0,3.0,Fashion,1.0
1348,1.0,Divorced,6.0,3.0,Fashion,1.0
1349,11.0,Married,4.0,4.0,Fashion,0.0
1350,9.0,Single,3.0,5.0,Laptop & Accessory,0.0
1351,10.0,Married,4.0,5.0,Laptop & Accessory,0.0
1352,28.0,Single,3.0,4.0,Grocery,0.0
1353,27.0,Married,2.0,3.0,Laptop & Accessory,0.0
1354,0.0,Single,3.0,4.0,Laptop & Accessory,1.0
1355,19.0,Married,4.0,6.0,Laptop & Accessory,0.0
1356,0.0,Single,3.0,2.0,Mobile,0.0
1357,12.0,Single,3.0,5.0,Fashion,0.0
1358,20.0,Married,2.0,4.0,Grocery,0.0
1359,29.0,Single,4.0,5.0,Grocery,0.0
1360,13.0,Married,3.0,3.0,Laptop & Accessory,0.0
1361,1.0,Married,5.0,3.0,Laptop & Accessory,0.0
1362,13.0,Single,3.0,4.0,Laptop & Accessory,1.0
1363,5.0,Married,4.0,3.0,Laptop & Accessory,0.0
1364,23.0,Single,3.0,4.0,Others,0.0
1365,0.0,Single,4.0,2.0,Mobile,0.0
1366,20.0,Married,4.0,4.0,Laptop & Accessory,0.0
1367,18.0,Single,4.0,8.0,Mobile,0.0
1368,12.0,Single,3.0,10.0,Laptop & Accessory,0.0
1369,5.0,Married,4.0,3.0,Mobile,0.0
1370,7.0,Single,4.0,2.0,Mobile,0.0
1371,29.0,Married,4.0,5.0,Fashion,0.0
1372,7.0,Single,4.0,1.0,Laptop & Accessory,0.0
1373,4.0,Married,4.0,9.0,Laptop & Accessory,0.0
1374,19.0,Married,3.0,4.0,Grocery,0.0
1375,21.0,Married,3.0,9.0,Mobile,0.0
1376,20.0,Single,3.0,3.0,Fashion,0.0
1377,29.0,Married,2.0,4.0,Grocery,0.0
1378,1.0,Married,5.0,3.0,Mobile,0.0
1379,7.0,Married,5.0,3.0,Mobile,0.0
1380,1.0,Married,4.0,3.0,Grocery,0.0
1381,1.0,Married,4.0,3.0,Mobile,0.0
1382,8.0,Single,4.0,3.0,Laptop & Accessory,0.0
1383,5.0,Married,6.0,6.0,Mobile,1.0
1384,1.0,Married,4.0,9.0,Laptop & Accessory,1.0
1385,25.0,Single,3.0,8.0,Fashion,0.0
1386,18.0,Single,4.0,2.0,Grocery,0.0
1387,20.0,Divorced,4.0,10.0,Grocery,0.0
1388,11.0,Divorced,3.0,3.0,Mobile,0.0
1389,2.0,Married,3.0,10.0,Mobile,0.0
1390,4.0,Married,4.0,2.0,Mobile,0.0
1391,9.0,Married,4.0,2.0,Mobile,1.0
1392,5.0,Single,3.0,3.0,Mobile,0.0
1393,15.0,Single,5.0,8.0,Laptop & Accessory,0.0
1394,17.0,Married,3.0,6.0,Laptop & Accessory,0.0
1395,5.0,Married,3.0,2.0,Laptop & Accessory,0.0
1396,0.0,Single,5.0,7.0,Laptop & Accessory,1.0
1397,9.0,Single,4.0,2.0,Mobile,1.0
1398,10.0,Married,5.0,2.0,Mobile,0.0
1399,5.0,Married,4.0,3.0,Laptop & Accessory,0.0
1400,1.0,Single,5.0,3.0,Mobile,1.0
1401,19.0,Married,3.0,5.0,Fashion,0.0
1402,1.0,Single,4.0,2.0,Laptop & Accessory,0.0
1403,7.0,Single,3.0,2.0,Laptop & Accessory,0.0
1404,9.0,Married,3.0,8.0,Mobile,0.0
1405,19.0,Single,4.0,5.0,Others,0.0
1406,16.0,Married,4.0,2.0,Grocery,0.0
1407,12.0,Divorced,4.0,9.0,Laptop & Accessory,0.0
1408,7.0,Single,4.0,10.0,Laptop & Accessory,0.0
1409,6.0,Single,5.0,6.0,Laptop & Accessory,0.0
1410,1.0,Married,4.0,2.0,Mobile,0.0
1411,31.0,Married,4.0,6.0,Grocery,0.0
1412,0.0,Single,3.0,2.0,Fashion,0.0
1413,14.0,Divorced,4.0,2.0,Others,0.0
1414,17.0,Single,3.0,6.0,Fashion,0.0
1415,0.0,Single,3.0,2.0,Laptop & Accessory,0.0
1416,3.0,Single,5.0,11.0,Laptop & Accessory,0.0
1417,30.0,Married,1.0,1.0,Laptop & Accessory,0.0
1418,6.0,Married,4.0,3.0,Fashion,0.0
1419,9.0,Married,4.0,2.0,Mobile,0.0
1420,7.0,Single,4.0,3.0,Laptop & Accessory,0.0
1421,0.0,Divorced,4.0,2.0,Fashion,1.0
1422,0.0,Single,4.0,2.0,Mobile,0.0
1423,3.0,Married,5.0,5.0,Grocery,0.0
1424,10.0,Married,5.0,4.0,Laptop & Accessory,0.0
1425,8.0,Divorced,3.0,1.0,Fashion,0.0
1426,5.0,Married,4.0,2.0,Laptop & Accessory,0.0
1427,0.0,Single,3.0,2.0,Mobile,1.0
1428,18.0,Married,4.0,6.0,Mobile,0.0
1429,11.0,Single,3.0,9.0,Laptop & Accessory,0.0
1430,9.0,Divorced,3.0,2.0,Mobile,1.0
1431,1.0,Married,4.0,2.0,Mobile,0.0
1432,7.0,Married,5.0,11.0,Mobile,1.0
1433,0.0,Single,4.0,2.0,Fashion,1.0
1434,9.0,Married,5.0,4.0,Fashion,0.0
1435,13.0,Single,3.0,8.0,Grocery,0.0
1436,1.0,Married,5.0,3.0,Mobile,0.0
1437,1.0,Single,5.0,3.0,Laptop & Accessory,0.0
1438,9.0,Married,1.0,2.0,Mobile,0.0
1439,12.0,Single,4.0,4.0,Laptop & Accessory,0.0
1440,8.0,Married,4.0,2.0,Fashion,0.0
1441,6.0,Married,4.0,10.0,Mobile,1.0
1442,4.0,Single,4.0,11.0,Fashion,0.0
1443,0.0,Divorced,3.0,2.0,Mobile,0.0
1444,14.0,Married,6.0,5.0,Fashion,0.0
1445,26.0,Divorced,5.0,3.0,Grocery,0.0
1446,19.0,Married,4.0,5.0,Mobile,0.0
1447,3.0,Single,4.0,6.0,Laptop & Accessory,0.0
1448,24.0,Divorced,4.0,6.0,Grocery,0.0
1449,2.0,Married,4.0,7.0,Mobile,0.0
1450,20.0,Married,4.0,6.0,Fashion,0.0
1451,22.0,Married,4.0,5.0,Grocery,0.0
1452,0.0,Married,4.0,2.0,Mobile,1.0
1453,0.0,Married,3.0,1.0,Mobile,1.0
1454,11.0,Single,4.0,3.0,Fashion,0.0
1455,14.0,Married,4.0,5.0,Mobile,0.0
1456,10.0,Single,4.0,4.0,Laptop & Accessory,0.0
1457,2.0,Single,4.0,10.0,Laptop & Accessory,0.0
1458,10.0,Married,3.0,2.0,Mobile,0.0
1459,6.0,Married,1.0,1.0,Fashion,0.0
1460,0.0,Single,3.0,2.0,Laptop & Accessory,0.0
1461,9.0,Married,4.0,4.0,Laptop & Accessory,0.0
1462,9.0,Married,3.0,5.0,Mobile,0.0
1463,1.0,Single,4.0,2.0,Fashion,1.0
1464,6.0,Divorced,4.0,2.0,Mobile,0.0
1465,2.0,Married,3.0,2.0,Laptop & Accessory,0.0
1466,3.0,Married,3.0,4.0,Fashion,0.0
1467,9.0,Single,4.0,3.0,Fashion,0.0
1468,10.0,Married,6.0,4.0,Fashion,0.0
1469,8.0,Divorced,3.0,4.0,Laptop & Accessory,0.0
1470,10.0,Married,4.0,7.0,Mobile,0.0
1471,1.0,Married,5.0,8.0,Mobile,1.0
1472,9.0,Married,3.0,5.0,Mobile,0.0
1473,26.0,Single,5.0,3.0,Others,0.0
1474,1.0,Married,4.0,3.0,Mobile,0.0
1475,15.0,Married,4.0,2.0,Fashion,0.0
1476,3.0,Single,3.0,10.0,Fashion,0.0
1477,11.0,Single,4.0,5.0,Laptop & Accessory,0.0
1478,3.0,Married,4.0,2.0,Laptop & Accessory,0.0
1479,1.0,Divorced,4.0,3.0,Fashion,1.0
